"NAME","LSAD","CENSUS2010POP","NPOPCHG_2010","NATURALINC2010","BIRTHS2010","DEATHS2010","NETMIG2010","INTERNATIONALMIG2010","DOMESTICMIG2010","RESIDUAL2010"
"Calhoun, GA","Micropolitan Statistical Area",55186,5,62,180,118,-57,25,-82,0
"Gordon County, GA","County or equivalent",55186,5,62,180,118,-57,25,-82,0
"Cambridge, MD","Micropolitan Statistical Area",32618,34,6,94,88,29,9,20,-1
"Dorchester County, MD","County or equivalent",32618,34,6,94,88,29,9,20,-1
"Cambridge, OH","Micropolitan Statistical Area",40087,-38,-5,113,118,-33,3,-36,0
"Guernsey County, OH","County or equivalent",40087,-38,-5,113,118,-33,3,-36,0
"Camden, AR","Micropolitan Statistical Area",31488,-28,-5,82,87,-20,2,-22,-3
"Calhoun County, AR","County or equivalent",5368,-37,2,8,6,-37,1,-38,-2
"Ouachita County, AR","County or equivalent",26120,9,-7,74,81,17,1,16,-1
"Campbellsville, KY","Micropolitan Statistical Area",24512,55,-6,74,80,61,2,59,0
"Taylor County, KY","County or equivalent",24512,55,-6,74,80,61,2,59,0
"Cañon City, CO","Micropolitan Statistical Area",46824,33,-36,92,128,71,2,69,-2
"Fremont County, CO","County or equivalent",46824,33,-36,92,128,71,2,69,-2
"Canton, IL","Micropolitan Statistical Area",37069,-8,-24,91,115,18,1,17,-2
"Fulton County, IL","County or equivalent",37069,-8,-24,91,115,18,1,17,-2
"Carbondale, IL","Micropolitan Statistical Area",60218,137,69,171,102,68,44,24,0
"Jackson County, IL","County or equivalent",60218,137,69,171,102,68,44,24,0
"Carlsbad-Artesia, NM","Micropolitan Statistical Area",53829,90,67,188,121,24,6,18,-1
"Eddy County, NM","County or equivalent",53829,90,67,188,121,24,6,18,-1
"Cedar City, UT","Micropolitan Statistical Area",46163,128,163,231,68,-36,29,-65,1
"Iron County, UT","County or equivalent",46163,128,163,231,68,-36,29,-65,1
"Cedartown, GA","Micropolitan Statistical Area",41475,-102,24,133,109,-129,13,-142,3
"Polk County, GA","County or equivalent",41475,-102,24,133,109,-129,13,-142,3
"Celina, OH","Micropolitan Statistical Area",40814,5,43,142,99,-37,0,-37,-1
"Mercer County, OH","County or equivalent",40814,5,43,142,99,-37,0,-37,-1
"Central City, KY","Micropolitan Statistical Area",31499,-23,-29,80,109,8,2,6,-2
"Muhlenberg County, KY","County or equivalent",31499,-23,-29,80,109,8,2,6,-2
"Centralia, IL","Micropolitan Statistical Area",39437,2,3,125,122,2,1,1,-3
"Marion County, IL","County or equivalent",39437,2,3,125,122,2,1,1,-3
"Centralia, WA","Micropolitan Statistical Area",75455,37,38,235,197,4,14,-10,-5
"Lewis County, WA","County or equivalent",75455,37,38,235,197,4,14,-10,-5
"Chambersburg, PA","Micropolitan Statistical Area",149618,232,84,435,351,157,21,136,-9
"Franklin County, PA","County or equivalent",149618,232,84,435,351,157,21,136,-9
"Charleston-Mattoon, IL","Micropolitan Statistical Area",64921,70,32,161,129,40,9,31,-2
"Coles County, IL","County or equivalent",53873,72,22,130,108,52,9,43,-2
"Cumberland County, IL","County or equivalent",11048,-2,10,31,21,-12,0,-12,0
"Chester, SC","Micropolitan Statistical Area",33140,-19,12,101,89,-31,5,-36,0
"Chester County, SC","County or equivalent",33140,-19,12,101,89,-31,5,-36,0
"Chillicothe, OH","Micropolitan Statistical Area",78064,71,51,231,180,23,4,19,-3
"Ross County, OH","County or equivalent",78064,71,51,231,180,23,4,19,-3
"Claremont, NH","Micropolitan Statistical Area",43742,-18,10,109,99,-25,1,-26,-3
"Sullivan County, NH","County or equivalent",43742,-18,10,109,99,-25,1,-26,-3
"Clarksburg, WV","Micropolitan Statistical Area",94196,102,-29,265,294,134,2,132,-3
"Doddridge County, WV","County or equivalent",8202,-14,3,17,14,-16,0,-16,-1
"Harrison County, WV","County or equivalent",69099,113,-22,201,223,136,2,134,-1
"Taylor County, WV","County or equivalent",16895,3,-10,47,57,14,0,14,-1
"Clarksdale, MS","Micropolitan Statistical Area",26151,-14,50,106,56,-64,1,-65,0
"Coahoma County, MS","County or equivalent",26151,-14,50,106,56,-64,1,-65,0
"Clearlake, CA","Micropolitan Statistical Area",64665,88,-18,172,190,107,17,90,-1
"Lake County, CA","County or equivalent",64665,88,-18,172,190,107,17,90,-1
"Cleveland, MS","Micropolitan Statistical Area",34145,-68,31,139,108,-100,4,-104,1
"Bolivar County, MS","County or equivalent",34145,-68,31,139,108,-100,4,-104,1
"Clewiston, FL","Micropolitan Statistical Area",39140,-1,81,151,70,-86,51,-137,4
"Hendry County, FL","County or equivalent",39140,-1,81,151,70,-86,51,-137,4
"Clinton, IA","Micropolitan Statistical Area",49116,4,40,158,118,-33,2,-35,-3
"Clinton County, IA","County or equivalent",49116,4,40,158,118,-33,2,-35,-3
"Clovis, NM","Micropolitan Statistical Area",48376,584,143,221,78,430,49,381,11
"Curry County, NM","County or equivalent",48376,584,143,221,78,430,49,381,11
"Coffeyville, KS","Micropolitan Statistical Area",35471,-98,-9,101,110,-91,8,-99,2
"Montgomery County, KS","County or equivalent",35471,-98,-9,101,110,-91,8,-99,2
"Coldwater, MI","Micropolitan Statistical Area",45248,-93,22,127,105,-117,10,-127,2
"Branch County, MI","County or equivalent",45248,-93,22,127,105,-117,10,-127,2
"Columbia, TN","Micropolitan Statistical Area",80956,210,96,280,184,117,35,82,-3
"Maury County, TN","County or equivalent",80956,210,96,280,184,117,35,82,-3
"Columbus, MS","Micropolitan Statistical Area",59779,39,55,188,133,-16,22,-38,0
"Lowndes County, MS","County or equivalent",59779,39,55,188,133,-16,22,-38,0
"Columbus, NE","Micropolitan Statistical Area",32237,34,39,113,74,-4,11,-15,-1
"Platte County, NE","County or equivalent",32237,34,39,113,74,-4,11,-15,-1
"Concord, NH","Micropolitan Statistical Area",146445,-18,86,340,254,-103,20,-123,-1
"Merrimack County, NH","County or equivalent",146445,-18,86,340,254,-103,20,-123,-1
"Connersville, IN","Micropolitan Statistical Area",24277,21,-14,73,87,37,2,35,-2
"Fayette County, IN","County or equivalent",24277,21,-14,73,87,37,2,35,-2
"Cookeville, TN","Micropolitan Statistical Area",106042,279,35,320,285,246,51,195,-2
"Jackson County, TN","County or equivalent",11638,12,-16,23,39,28,0,28,0
"Overton County, TN","County or equivalent",22083,21,-16,56,72,39,1,38,-2
"Putnam County, TN","County or equivalent",72321,246,67,241,174,179,50,129,0
"Coos Bay, OR","Micropolitan Statistical Area",63043,-17,-57,151,208,44,8,36,-4
"Coos County, OR","County or equivalent",63043,-17,-57,151,208,44,8,36,-4
"Corbin, KY","Micropolitan Statistical Area",35637,0,3,115,112,-1,3,-4,-2
"Whitley County, KY","County or equivalent",35637,0,3,115,112,-1,3,-4,-2
"Cordele, GA","Micropolitan Statistical Area",23439,-22,30,76,46,-51,1,-52,-1
"Crisp County, GA","County or equivalent",23439,-22,30,76,46,-51,1,-52,-1
"Corinth, MS","Micropolitan Statistical Area",37057,28,-6,104,110,36,1,35,-2
"Alcorn County, MS","County or equivalent",37057,28,-6,104,110,36,1,35,-2
"Cornelia, GA","Micropolitan Statistical Area",43041,38,29,126,97,12,12,0,-3
"Habersham County, GA","County or equivalent",43041,38,29,126,97,12,12,0,-3
"Corning, NY","Micropolitan Statistical Area",98990,-51,26,275,249,-74,15,-89,-3
"Steuben County, NY","County or equivalent",98990,-51,26,275,249,-74,15,-89,-3
"Corsicana, TX","Micropolitan Statistical Area",47735,53,48,170,122,6,12,-6,-1
"Navarro County, TX","County or equivalent",47735,53,48,170,122,6,12,-6,-1
"Cortland, NY","Micropolitan Statistical Area",49336,-12,25,140,115,-36,7,-43,-1
"Cortland County, NY","County or equivalent",49336,-12,25,140,115,-36,7,-43,-1
"Coshocton, OH","Micropolitan Statistical Area",36901,0,1,106,105,1,0,1,-2
"Coshocton County, OH","County or equivalent",36901,0,1,106,105,1,0,1,-2
"Crawfordsville, IN","Micropolitan Statistical Area",38124,-23,20,122,102,-43,8,-51,0
"Montgomery County, IN","County or equivalent",38124,-23,20,122,102,-43,8,-51,0
"Crescent City, CA","Micropolitan Statistical Area",28610,24,18,91,73,8,7,1,-2
"Del Norte County, CA","County or equivalent",28610,24,18,91,73,8,7,1,-2
"Crossville, TN","Micropolitan Statistical Area",56053,166,-43,135,178,212,6,206,-3
"Cumberland County, TN","County or equivalent",56053,166,-43,135,178,212,6,206,-3
"Crowley, LA","Micropolitan Statistical Area",61773,65,73,215,142,-6,1,-7,-2
"Acadia Parish, LA","County or equivalent",61773,65,73,215,142,-6,1,-7,-2
"Cullman, AL","Micropolitan Statistical Area",80406,90,13,238,225,81,33,48,-4
"Cullman County, AL","County or equivalent",80406,90,13,238,225,81,33,48,-4
"Culpeper, VA","Micropolitan Statistical Area",46689,153,62,150,88,90,20,70,1
"Culpeper County, VA","County or equivalent",46689,153,62,150,88,90,20,70,1
"Danville, KY","Micropolitan Statistical Area",53174,48,10,164,154,40,10,30,-2
"Boyle County, KY","County or equivalent",28432,29,-14,74,88,44,8,36,-1
"Lincoln County, KY","County or equivalent",24742,19,24,90,66,-4,2,-6,-1
"Daphne-Fairhope-Foley, AL","Micropolitan Statistical Area",182265,994,109,520,411,873,61,812,12
"Baldwin County, AL","County or equivalent",182265,994,109,520,411,873,61,812,12
"Decatur, IN","Micropolitan Statistical Area",34387,32,82,161,79,-50,0,-50,0
"Adams County, IN","County or equivalent",34387,32,82,161,79,-50,0,-50,0
"Defiance, OH","Micropolitan Statistical Area",39037,-23,9,111,102,-31,2,-33,-1
"Defiance County, OH","County or equivalent",39037,-23,9,111,102,-31,2,-33,-1
"Del Rio, TX","Micropolitan Statistical Area",48879,162,120,214,94,43,52,-9,-1
"Val Verde County, TX","County or equivalent",48879,162,120,214,94,43,52,-9,-1
"Deming, NM","Micropolitan Statistical Area",25095,51,46,100,54,6,11,-5,-1
"Luna County, NM","County or equivalent",25095,51,46,100,54,6,11,-5,-1
"DeRidder, LA","Micropolitan Statistical Area",35654,200,36,125,89,159,5,154,5
"Beauregard Parish, LA","County or equivalent",35654,200,36,125,89,159,5,154,5
"Dickinson, ND","Micropolitan Statistical Area",24982,141,32,86,54,109,6,103,0
"Billings County, ND","County or equivalent",783,-10,2,2,0,-11,0,-11,-1
"Stark County, ND","County or equivalent",24199,151,30,84,54,120,6,114,1
"Dillon, SC","Micropolitan Statistical Area",32062,70,29,112,83,41,8,33,0
"Dillon County, SC","County or equivalent",32062,70,29,112,83,41,8,33,0
"Dixon, IL","Micropolitan Statistical Area",36031,-88,-4,92,96,-82,0,-82,-2
"Lee County, IL","County or equivalent",36031,-88,-4,92,96,-82,0,-82,-2
"Dodge City, KS","Micropolitan Statistical Area",33848,230,115,164,49,114,42,72,1
"Ford County, KS","County or equivalent",33848,230,115,164,49,114,42,72,1
"Douglas, GA","Micropolitan Statistical Area",50731,285,82,166,84,197,9,188,6
"Atkinson County, GA","County or equivalent",8375,-9,30,32,2,-39,6,-45,0
"Coffee County, GA","County or equivalent",42356,294,52,134,82,236,3,233,6
"Dublin, GA","Micropolitan Statistical Area",58414,-20,54,183,129,-74,3,-77,0
"Johnson County, GA","County or equivalent",9980,-10,15,24,9,-25,0,-25,0
"Laurens County, GA","County or equivalent",48434,-10,39,159,120,-49,3,-52,0
"DuBois, PA","Micropolitan Statistical Area",81642,51,-31,180,211,85,3,82,-3
"Clearfield County, PA","County or equivalent",81642,51,-31,180,211,85,3,82,-3
"Dumas, TX","Micropolitan Statistical Area",21904,76,78,105,27,-1,15,-16,-1
"Moore County, TX","County or equivalent",21904,76,78,105,27,-1,15,-16,-1
"Duncan, OK","Micropolitan Statistical Area",45048,45,13,135,122,34,2,32,-2
"Stephens County, OK","County or equivalent",45048,45,13,135,122,34,2,32,-2
"Dunn, NC","Micropolitan Statistical Area",114678,1111,213,427,214,874,81,793,24
"Harnett County, NC","County or equivalent",114678,1111,213,427,214,874,81,793,24
"Durango, CO","Micropolitan Statistical Area",51334,108,76,147,71,32,11,21,0
"La Plata County, CO","County or equivalent",51334,108,76,147,71,32,11,21,0
"Durant, OK","Micropolitan Statistical Area",42416,156,38,141,103,116,7,109,2
"Bryan County, OK","County or equivalent",42416,156,38,141,103,116,7,109,2
"Dyersburg, TN","Micropolitan Statistical Area",38335,1,9,119,110,-8,2,-10,0
"Dyer County, TN","County or equivalent",38335,1,9,119,110,-8,2,-10,0
"Eagle Pass, TX","Micropolitan Statistical Area",54258,293,166,252,86,126,55,71,1
"Maverick County, TX","County or equivalent",54258,293,166,252,86,126,55,71,1
"East Liverpool-Salem, OH","Micropolitan Statistical Area",107841,10,18,299,281,-3,1,-4,-5
"Columbiana County, OH","County or equivalent",107841,10,18,299,281,-3,1,-4,-5
"Easton, MD","Micropolitan Statistical Area",37782,97,-6,90,96,105,15,90,-2
"Talbot County, MD","County or equivalent",37782,97,-6,90,96,105,15,90,-2
"East Stroudsburg, PA","Micropolitan Statistical Area",169842,206,57,386,329,151,47,104,-2
"Monroe County, PA","County or equivalent",169842,206,57,386,329,151,47,104,-2
"Edwards, CO","Micropolitan Statistical Area",59507,-153,193,208,15,-355,60,-415,9
"Eagle County, CO","County or equivalent",52197,-133,169,182,13,-310,49,-359,8
"Lake County, CO","County or equivalent",7310,-20,24,26,2,-45,11,-56,1
"Effingham, IL","Micropolitan Statistical Area",34242,-16,34,117,83,-50,2,-52,0
"Effingham County, IL","County or equivalent",34242,-16,34,117,83,-50,2,-52,0
"El Campo, TX","Micropolitan Statistical Area",41280,84,58,148,90,28,14,14,-2
"Wharton County, TX","County or equivalent",41280,84,58,148,90,28,14,14,-2
"El Dorado, AR","Micropolitan Statistical Area",41639,-104,-7,126,133,-98,4,-102,1
"Union County, AR","County or equivalent",41639,-104,-7,126,133,-98,4,-102,1
"Elizabeth City, NC","Micropolitan Statistical Area",64094,115,66,181,115,50,21,29,-1
"Camden County, NC","County or equivalent",9980,25,17,22,5,8,7,1,0
"Pasquotank County, NC","County or equivalent",40661,53,45,129,84,9,13,-4,-1
"Perquimans County, NC","County or equivalent",13453,37,4,30,26,33,1,32,0
"Elk City, OK","Micropolitan Statistical Area",22119,-90,19,86,67,-112,4,-116,3
"Beckham County, OK","County or equivalent",22119,-90,19,86,67,-112,4,-116,3
"Elko, NV","Micropolitan Statistical Area",50805,150,132,196,64,18,27,-9,0
"Elko County, NV","County or equivalent",48818,140,128,192,64,12,27,-15,0
"Eureka County, NV","County or equivalent",1987,10,4,4,0,6,0,6,0
"Ellensburg, WA","Micropolitan Statistical Area",40915,124,34,104,70,90,14,76,0
"Kittitas County, WA","County or equivalent",40915,124,34,104,70,90,14,76,0
"Emporia, KS","Micropolitan Statistical Area",36480,-34,36,114,78,-73,44,-117,3
"Chase County, KS","County or equivalent",2790,2,1,4,3,2,1,1,-1
"Lyon County, KS","County or equivalent",33690,-36,35,110,75,-75,43,-118,4
"Enid, OK","Micropolitan Statistical Area",60580,165,81,238,157,84,30,54,0
"Garfield County, OK","County or equivalent",60580,165,81,238,157,84,30,54,0
"Enterprise-Ozark, AL","Micropolitan Statistical Area",100199,311,103,336,233,209,87,122,-1
"Coffee County, AL","County or equivalent",49948,219,48,170,122,169,40,129,2
"Dale County, AL","County or equivalent",50251,92,55,166,111,40,47,-7,-3
"Escanaba, MI","Micropolitan Statistical Area",37069,12,-12,99,111,27,0,27,-3
"Delta County, MI","County or equivalent",37069,12,-12,99,111,27,0,27,-3
"Espanola, NM","Micropolitan Statistical Area",40246,85,76,154,78,10,14,-4,-1
"Rio Arriba County, NM","County or equivalent",40246,85,76,154,78,10,14,-4,-1
"Eufaula, AL-GA","Micropolitan Statistical Area",29970,-61,11,82,71,-70,13,-83,-2
"Barbour County, AL","County or equivalent",27457,-67,7,76,69,-73,13,-86,-1
"Quitman County, GA","County or equivalent",2513,6,4,6,2,3,0,3,-1
"Eureka-Arcata-Fortuna, CA","Micropolitan Statistical Area",134623,139,84,382,298,58,27,31,-3
"Humboldt County, CA","County or equivalent",134623,139,84,382,298,58,27,31,-3
"Evanston, WY","Micropolitan Statistical Area",21118,-1,55,75,20,-57,8,-65,1
"Uinta County, WY","County or equivalent",21118,-1,55,75,20,-57,8,-65,1
"Fairmont, MN","Micropolitan Statistical Area",20840,-8,-6,53,59,0,5,-5,-2
"Martin County, MN","County or equivalent",20840,-8,-6,53,59,0,5,-5,-2
"Fairmont, WV","Micropolitan Statistical Area",56418,63,-18,158,176,82,8,74,-1
"Marion County, WV","County or equivalent",56418,63,-18,158,176,82,8,74,-1
"Fallon, NV","Micropolitan Statistical Area",24877,-73,20,88,68,-95,25,-120,2
"Churchill County, NV","County or equivalent",24877,-73,20,88,68,-95,25,-120,2
"Faribault-Northfield, MN","Micropolitan Statistical Area",64142,112,67,181,114,48,26,22,-3
"Rice County, MN","County or equivalent",64142,112,67,181,114,48,26,22,-3
"Farmington, MO","Micropolitan Statistical Area",65359,132,-7,182,189,138,4,134,1
"St. Francois County, MO","County or equivalent",65359,132,-7,182,189,138,4,134,1
"Fergus Falls, MN","Micropolitan Statistical Area",57303,-44,-34,139,173,-7,2,-9,-3
"Otter Tail County, MN","County or equivalent",57303,-44,-34,139,173,-7,2,-9,-3
"Fernley, NV","Micropolitan Statistical Area",51980,132,26,147,121,111,35,76,-5
"Lyon County, NV","County or equivalent",51980,132,26,147,121,111,35,76,-5
"Findlay, OH","Micropolitan Statistical Area",74782,-58,80,237,157,-139,13,-152,1
"Hancock County, OH","County or equivalent",74782,-58,80,237,157,-139,13,-152,1
"Fitzgerald, GA","Micropolitan Statistical Area",27172,87,33,87,54,53,2,51,1
"Ben Hill County, GA","County or equivalent",17634,10,19,62,43,-8,2,-10,-1
"Irwin County, GA","County or equivalent",9538,77,14,25,11,61,0,61,2
"Forest City, NC","Micropolitan Statistical Area",67810,-46,-18,173,191,-25,6,-31,-3
"Rutherford County, NC","County or equivalent",67810,-46,-18,173,191,-25,6,-31,-3
"Forrest City, AR","Micropolitan Statistical Area",28258,-93,30,83,53,-125,3,-128,2
"St. Francis County, AR","County or equivalent",28258,-93,30,83,53,-125,3,-128,2
"Fort Dodge, IA","Micropolitan Statistical Area",38013,-129,-2,108,110,-128,-2,-126,1
"Webster County, IA","County or equivalent",38013,-129,-2,108,110,-128,-2,-126,1
"Fort Leonard Wood, MO","Micropolitan Statistical Area",52274,539,152,223,71,378,131,247,9
"Pulaski County, MO","County or equivalent",52274,539,152,223,71,378,131,247,9
"Fort Madison-Keokuk, IA-MO","Micropolitan Statistical Area",43001,-19,5,110,105,-21,2,-23,-3
"Lee County, IA","County or equivalent",35862,-20,-5,94,99,-14,2,-16,-1
"Clark County, MO","County or equivalent",7139,1,10,16,6,-7,0,-7,-2
"Fort Morgan, CO","Micropolitan Statistical Area",28159,-163,59,110,51,-229,28,-257,7
"Morgan County, CO","County or equivalent",28159,-163,59,110,51,-229,28,-257,7
"Fort Payne, AL","Micropolitan Statistical Area",71109,13,41,236,195,-26,32,-58,-2
"DeKalb County, AL","County or equivalent",71109,13,41,236,195,-26,32,-58,-2
"Fort Polk South, LA","Micropolitan Statistical Area",52334,381,158,245,87,219,97,122,4
"Vernon Parish, LA","County or equivalent",52334,381,158,245,87,219,97,122,4
